0.3	20	1.7743488743415206
0.3	30	1.5805561660117304
0.3	40	1.4046732372147872
0.3	50	1.3738858462935457
0.3	60	1.3067612849042722
0.3	70	1.331104069539498
0.3	80	1.279241099666344
0.3	90	1.2016969207884154
0.3	100	1.24945996472436
0.4	20	1.606741421395072
0.4	30	1.4936502794075355
0.4	40	1.3495952461449219
0.4	50	1.3029788960489277
0.4	60	1.239185120021385
0.4	70	1.228600140725264
0.4	80	1.227433380421645
0.4	90	1.1801842875982855
0.4	100	1.180142093676085
0.5	20	1.4694812297206274
0.5	30	1.3796302082185434
0.5	40	1.2995674185009427
0.5	50	1.2536976645418147
0.5	60	1.2255050043562756
0.5	70	1.2186794264580212
0.5	80	1.174287094161214
0.5	90	1.1500582949046279
0.5	100	1.1687365887104118
0.6	20	1.4910682463102822
0.6	30	1.2739905239902194
0.6	40	1.2414925719648038
0.6	50	1.1804578328595199
0.6	60	1.1708347425663146
0.6	70	1.149892509784232
0.6	80	1.124065592341438
0.6	90	1.143451386961353
0.6	100	1.0856159819421276
0.7	20	1.3294281548881801
0.7	30	1.2266333386555035
0.7	40	1.1874572662745915
0.7	50	1.1539453327034859
0.7	60	1.1421064570297508
0.7	70	1.1383844087416966
0.7	80	1.1152378148511115
0.7	90	1.1176692899310838
0.7	100	1.09383581456215
0.8	20	1.248883971795291
0.8	30	1.1922741576585194
0.8	40	1.1461568846364167
0.8	50	1.1567270186049832
0.8	60	1.1247724264087537
0.8	70	1.1248658278412995
0.8	80	1.0785600793262247
0.8	90	1.093683020265099
0.8	100	1.0839779412583304
0.9	20	1.1395242823611607
0.9	30	1.1585825474657248
0.9	40	1.1103370085905433
0.9	50	1.1017836491256068
0.9	60	1.1009005559914238
0.9	70	1.0735174073261518
0.9	80	1.044228394665265
0.9	90	1.0718799765366402
0.9	100	1.0685342825173283
