0.3	20	1.587579087579088
0.3	30	1.4377136021872872
0.3	40	1.348580433285662
0.3	50	1.296656727577781
0.3	60	1.2581450943004402
0.3	70	1.2271438294010886
0.3	80	1.2035828672351936
0.3	90	1.1858616596774485
0.3	100	1.1703390658589015
0.4	20	1.462362637362638
0.4	30	1.3296866177300957
0.4	40	1.2743890518084062
0.4	50	1.2174796747967476
0.4	60	1.1947779111644665
0.4	70	1.1736037788274516
0.4	80	1.1540981610035324
0.4	90	1.1418147517039923
0.4	100	1.1299869089969825
0.5	20	1.3658424908424913
0.5	30	1.2691304347826082
0.5	40	1.2106172014260248
0.5	50	1.1738648947951265
0.5	60	1.1544757961239644
0.5	70	1.13413758152653
0.5	80	1.1209255533199196
0.5	90	1.1111449864498648
0.5	100	1.103174603174604
0.6	20	1.298511904761905
0.6	30	1.2175000000000002
0.6	40	1.1786144003055772
0.6	50	1.1436604416255571
0.6	60	1.1200209643605876
0.6	70	1.1089689740143376
0.6	80	1.0989345509893453
0.6	90	1.0886350279165447
0.6	100	1.0808204768583454
0.7	20	1.2318627450980395
0.7	30	1.1782585470085472
0.7	40	1.137394957983194
0.7	50	1.1148989898989905
0.7	60	1.1000000000000003
0.7	70	1.086598557692308
0.7	80	1.078918918918919
0.7	90	1.0720740103270225
0.7	100	1.0649736902310676
0.8	20	1.1893382352941182
0.8	30	1.1346153846153846
0.8	40	1.1096096096096102
0.8	50	1.089975845410628
0.8	60	1.077272727272727
0.8	70	1.0712248688811192
0.8	80	1.0642105263157902
0.8	90	1.0585230603869462
0.8	100	1.0526315789473693
0.9	20	1.1503267973856217
0.9	30	1.1101190476190483
0.9	40	1.083372846530741
0.9	50	1.069611470860314
0.9	60	1.0582706766917298
0.9	70	1.052691090004523
0.9	80	1.0492139439507866
0.9	90	1.0453087409783488
0.9	100	1.0414038478929282
