0.3 20 0.00044985350068600384 0.002259867950124317
0.3 30 0.0006977933500820655 0.008142042499639502
0.3 40 0.0010289107001881348 0.03315988315007416
0.3 50 0.0016358933999072178 0.13394160190000548
0.3 60 0.002479903300081787 0.46327801340030417
0.3 70 0.0034274215497134717 1.7076158488987858
0.3 80 0.005027222450189583 5.908671670850163
0.3 90 0.007875977799994872 16.210580706849942
0.4 20 0.00033831520013336556 0.002288056050201703
0.4 30 0.0005503585001861211 0.009626794800351491
0.4 40 0.0008934590498029138 0.03711449529910169
0.4 50 0.0013609317000373266 0.11519271854976978
0.4 60 0.001966611600255419 0.33555544959981487
0.4 70 0.0027423081492088386 1.0328633999492012
0.4 80 0.0038464155501060303 2.7176624925998114
0.4 90 0.005290156099727028 6.238421023099727
0.4 100 0.007099791050131898 14.516755583949635
0.5 20 0.000362338900231407 0.002867950649670092
0.5 30 0.0006154417997095152 0.010737723950114741
0.5 40 0.000997158050267899 0.039065199050128285
0.5 50 0.0015029245498226374 0.11649564430008467
0.5 60 0.0022359939497619053 0.31244156835036846
0.5 70 0.0030787391498961368 0.7373245916503948
0.5 80 0.003992635050417448 1.7760069461997774
0.5 90 0.005382023150195892 3.6063735907498993
0.6 20 0.0006720908999341191 0.004718838400003733
0.6 30 0.00109034875058569 0.017087085699859016
0.6 40 0.001899252550356323 0.060428881949155765
0.6 50 0.0018984745001944248 0.11994255664976664
0.6 60 0.002596189999530907 0.2753529856003297
0.6 70 0.0034714876999714763 0.5771304206502463
0.6 80 0.004762214849870361 1.1688755298000615
0.6 90 0.006293405550241005 2.40525717384935
0.7 20 0.00042573184982757083 0.0038726070002667256
0.7 30 0.0007673220497963484 0.014011463399947388
0.7 40 0.001272257500750129 0.03731396415059862
0.7 50 0.0030066829001953012 0.11958780469994963
0.7 60 0.003522356150460837 0.24314371524997114
0.7 70 0.004450067349716846 0.4454791568501605
0.7 80 0.005194222550198901 0.8127033494003626
0.7 90 0.0069597730000168665 1.5570449542998177
0.8 20 0.0004307378500016057 0.004015673949288612
0.8 30 0.0008372505002625985 0.013589917549870734
0.8 40 0.0016509293498529587 0.04047285370015743
0.8 50 0.0021608172995911446 0.07682634174925625
0.8 60 0.003160622650102596 0.17215333474996442
0.8 70 0.004382336699745792 0.33748610090024156
0.8 80 0.006922455750100198 0.6670966533498358
0.8 90 0.00844226420049381 1.046865604049526
0.9 20 0.0004540277999694808 0.004264123599568848
0.9 30 0.0012014785501378356 0.016038297900377075
0.9 40 0.0024204322498917463 0.04751622819985642
0.9 50 0.0031901606502287906 0.08359467099944595
0.9 60 0.0032771510506790945 0.1280655193995699
0.9 70 0.0054273667999950705 0.28180983099991863
0.9 80 0.007448513350027497 0.4737011694996909
